Station_ID,Date_Time,altimeter_set_1,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,precip_accum_since_local_midnight_set_1,solar_radiation_set_1,precip_accum_set_1,precip_accum_24_hour_set_1,dew_point_temperature_set_1d,wind_chill_set_1d,wind_cardinal_direction_set_1d,pressure_set_1d,sea_level_pressure_set_1d,heat_index_set_1d
E3644,07/14/2021 08:13 CDT,102268.89,20.56,81,2.23,0,6.26,0,269,,0,17.17,,N,90904.18,101777.75,
E3644,07/14/2021 08:18 CDT,102302.75,20.56,80,2.68,0,7.15,0,288,,0,16.97,,N,90934.28,101811.46,
E3644,07/14/2021 08:23 CDT,102268.89,20.56,80,3.13,0,7.15,0,306,,0,16.97,,N,90904.18,101777.76,
E3644,07/14/2021 08:28 CDT,102268.89,20.56,80,2.68,0,8.05,0,322,,0,16.97,,N,90904.18,101777.76,
E3644,07/14/2021 08:33 CDT,102268.89,20.56,80,1.79,0,8.05,0,343,,0,16.97,,N,90904.18,101777.76,
E3644,07/14/2021 08:39 CDT,102268.89,21.11,79,2.23,0,6.26,0,362,,0,17.31,,N,90904.18,101756.48,
E3644,07/14/2021 08:43 CDT,102268.89,21.11,79,1.79,0,6.26,0,380,,0,17.31,,N,90904.18,101756.48,
E3644,07/14/2021 08:48 CDT,102235.02,21.11,78,3.13,0,6.7,0,397,,0,17.1,,N,90874.08,101722.8,
E3644,07/14/2021 08:53 CDT,102235.02,21.67,78,1.79,0,6.7,0,411,,0,17.65,,N,90874.08,101701.2,
E3644,07/14/2021 08:58 CDT,102235.02,21.67,78,1.34,0,4.02,0,431,,0,17.65,,N,90874.08,101701.2,
E3644,07/14/2021 09:03 CDT,102268.89,21.67,77,1.34,0,4.02,0,450,,0,17.44,,N,90904.18,101734.9,
E3644,07/14/2021 09:08 CDT,102268.89,22.22,77,1.79,0,4.47,0,471,,0,17.98,,N,90904.18,101713.77,
E3644,07/14/2021 09:13 CDT,102268.89,22.22,76,1.34,0,4.92,0,485,,0,17.77,,N,90904.18,101713.78,
E3644,07/14/2021 09:18 CDT,102268.89,22.78,75,2.23,0,6.26,0,503,,0,18.1,,N,90904.18,101692.36,
E3644,07/14/2021 09:23 CDT,102235.02,22.78,74,1.79,0,4.92,0,524,,0,17.89,,N,90874.08,101658.71,
E3644,07/14/2021 09:28 CDT,102235.02,22.78,73,0.9,0,4.47,0,538,,0,17.67,,N,90874.08,101658.73,
E3644,07/14/2021 09:33 CDT,102235.02,22.78,73,2.23,0,7.15,0,557,,0,17.67,,N,90874.08,101658.73,
E3644,07/14/2021 09:38 CDT,102235.02,22.78,72,2.68,0,7.15,0,573,,0,17.45,,N,90874.08,101658.74,
E3644,07/16/2021 00:23 CDT,101794.79,21.11,83,6.7,0,12.52,11.176,0,,16.256,18.09,,N,90482.77,101284.69,
E3644,07/16/2021 00:28 CDT,101760.93,21.11,84,6.26,0,14.31,12.192,0,,17.272,18.29,,N,90452.67,101250.98,
E3644,07/16/2021 00:33 CDT,101727.06,21.11,85,6.26,0,16.54,12.446,0,,17.526,18.48,,N,90422.57,101217.27,
E3644,07/16/2021 00:38 CDT,101727.06,21.67,83,5.37,0,16.54,12.446,0,,17.526,18.64,,N,90422.57,101195.81,
E3644,07/16/2021 00:43 CDT,101727.06,21.67,81,5.37,0,11.62,12.7,0,,17.78,18.25,,N,90422.57,101195.84,
E3644,07/16/2021 00:48 CDT,101727.06,21.67,82,4.47,0,11.62,12.7,0,,17.78,18.45,,N,90422.57,101195.83,
E3644,07/16/2021 00:53 CDT,101727.06,21.67,81,4.92,0,9.39,12.7,0,,17.78,18.25,,N,90422.57,101195.84,
E3644,07/16/2021 00:58 CDT,101727.06,22.22,80,4.02,0,9.39,12.7,0,,17.78,18.59,,N,90422.57,101174.83,
E3644,07/16/2021 01:03 CDT,101727.06,22.78,77,4.02,0,8.05,12.7,0,,17.78,18.52,,N,90422.57,101153.56,
E3644,07/16/2021 01:08 CDT,101727.06,22.78,77,3.13,0,7.15,12.7,0,,17.78,18.52,,N,90422.57,101153.56,
E3644,07/16/2021 01:13 CDT,101727.06,22.78,76,3.58,0,7.15,12.7,0,,17.78,18.31,,N,90422.57,101153.58,
E3644,07/16/2021 01:18 CDT,101727.06,23.33,75,3.13,0,8.05,12.7,0,,17.78,18.63,,N,90422.57,101132.73,
E3644,07/16/2021 01:23 CDT,101727.06,23.33,73,3.13,0,9.39,12.7,0,,17.78,18.2,,N,90422.57,101132.77,
E3644,07/16/2021 01:28 CDT,101727.06,23.33,73,2.23,0,5.81,12.7,0,,17.78,18.2,,N,90422.57,101132.77,
E3644,07/16/2021 01:33 CDT,101727.06,23.33,73,2.23,0,5.81,12.7,0,,17.78,18.2,,N,90422.57,101132.77,
E3644,07/16/2021 01:38 CDT,101727.06,23.33,72,2.68,0,5.37,12.7,0,,17.78,17.98,,N,90422.57,101132.79,
E3644,07/16/2021 01:43 CDT,101727.06,23.33,72,2.23,0,6.26,12.7,0,,17.78,17.98,,N,90422.57,101132.79,
E3644,07/16/2021 01:48 CDT,101760.93,23.89,71,2.68,0,6.26,12.7,0,,17.78,18.3,,N,90452.67,101145.31,
E3644,07/16/2021 01:53 CDT,101760.93,23.89,70,2.23,0,4.47,12.7,0,,17.78,18.07,,N,90452.67,101145.32,
E3644,07/16/2021 01:58 CDT,101760.93,23.89,70,1.79,0,4.47,12.7,0,,17.78,18.07,,N,90452.67,101145.32,
E3644,07/16/2021 02:03 CDT,101794.79,23.89,70,1.79,0,4.02,12.7,0,,17.78,18.07,,N,90482.77,101178.98,
E3644,07/16/2021 02:08 CDT,101828.66,23.89,72,7.15,0,11.17,12.7,0,,17.78,18.52,,N,90512.88,101212.62,
E3644,07/16/2021 02:13 CDT,101862.52,23.89,70,5.81,0,12.96,12.7,0,,17.78,18.07,,N,90542.97,101246.3,
E3644,07/16/2021 02:18 CDT,101862.52,23.33,68,10.28,0,15.2,12.7,0,,17.78,17.07,15.56,N,90542.97,101267.52,
E3644,07/16/2021 02:23 CDT,101862.52,22.78,72,8.05,0,13.86,12.7,0,,17.78,17.45,16.25,N,90542.97,101288.34,
E3644,07/16/2021 02:28 CDT,101896.38,22.22,71,7.6,0,15.2,13.462,0,,18.542,16.69,,N,90573.07,101343.38,
E3644,07/16/2021 02:33 CDT,101862.52,21.11,78,4.92,0,15.2,16.51,0,,21.59,17.1,,N,90542.97,101352.16,
E3644,07/16/2021 02:38 CDT,101862.52,20.56,81,3.13,0,9.84,18.288,0,,23.368,17.17,,N,90542.97,101373.33,
E3644,07/16/2021 02:43 CDT,101828.66,20,85,3.13,0,6.7,19.304,0,,24.384,17.39,,N,90512.88,101361.26,
E3644,07/16/2021 02:48 CDT,101794.79,20.56,86,2.68,0,6.7,19.558,0,,24.638,18.12,,N,90482.77,101305.85,
E3644,07/16/2021 02:53 CDT,101794.79,20.56,86,1.79,0,4.92,19.812,0,,24.892,18.12,,N,90482.77,101305.85,
E3644,07/16/2021 02:58 CDT,101828.66,20.56,87,2.23,0,4.92,19.812,0,,24.892,18.31,,N,90512.88,101339.54,
E3644,07/16/2021 03:03 CDT,101828.66,20.56,87,1.79,0,4.47,19.812,0,,24.892,18.31,,N,90512.88,101339.54,
E3644,07/16/2021 03:08 CDT,101828.66,20.56,87,1.79,0,5.37,19.812,0,,24.892,18.31,,N,90512.88,101339.54,
E3644,07/16/2021 03:13 CDT,101794.79,21.11,87,1.34,0,5.37,19.812,0,,24.892,18.85,,N,90482.77,101284.63,
E3644,07/16/2021 03:18 CDT,101794.79,21.11,87,1.79,0,4.02,19.812,0,,24.892,18.85,,N,90482.77,101284.63,
E3644,07/16/2021 03:23 CDT,101794.79,21.11,87,1.79,0,4.02,19.812,0,,24.892,18.85,,N,90482.77,101284.63,
E3644,07/16/2021 03:28 CDT,101794.79,21.11,87,1.34,0,5.37,19.812,0,,24.892,18.85,,N,90482.77,101284.63,
E3644,07/16/2021 03:33 CDT,101794.79,21.11,87,1.34,0,4.02,19.812,0,,24.892,18.85,,N,90482.77,101284.63,
E3644,07/16/2021 03:38 CDT,101794.79,21.11,87,1.79,0,4.02,20.066,0,,25.146,18.85,,N,90482.77,101284.63,
E3644,07/16/2021 03:43 CDT,101794.79,21.11,87,1.79,0,5.37,20.066,0,,25.146,18.85,,N,90482.77,101284.63,
E3644,07/16/2021 03:48 CDT,101794.79,21.11,87,1.34,0,5.37,20.066,0,,25.146,18.85,,N,90482.77,101284.63,
E3644,07/16/2021 03:53 CDT,101794.79,21.11,87,1.79,0,4.47,20.066,0,,25.146,18.85,,N,90482.77,101284.63,
E3644,07/16/2021 03:58 CDT,101794.79,21.11,87,1.79,0,4.47,20.066,0,,25.146,18.85,,N,90482.77,101284.63,
E3644,07/16/2021 04:03 CDT,101794.79,21.11,87,1.34,0,4.02,20.066,0,,25.146,18.85,,N,90482.77,101284.63,
E3644,07/16/2021 04:08 CDT,101794.79,21.11,86,1.34,0,3.58,20.066,0,,25.146,18.66,,N,90482.77,101284.64,
E3644,07/16/2021 04:13 CDT,101794.79,21.11,86,0.9,0,2.68,20.066,0,,25.146,18.66,,N,90482.77,101284.64,
E3644,07/16/2021 04:18 CDT,101794.79,21.11,86,0.9,0,1.79,20.066,0,,25.146,18.66,,N,90482.77,101284.64,
E3644,07/16/2021 04:23 CDT,101794.79,21.11,86,2.23,0,3.13,20.066,0,,25.146,18.66,,N,90482.77,101284.64,
E3644,07/16/2021 04:28 CDT,101794.79,21.11,86,0.9,0,3.58,20.32,0,,25.4,18.66,,N,90482.77,101284.64,
E3644,07/16/2021 04:33 CDT,101794.79,21.11,86,1.79,0,3.58,20.32,0,,25.4,18.66,,N,90482.77,101284.64,
E3644,07/16/2021 04:38 CDT,101794.79,21.11,86,1.34,0,3.58,20.32,0,,25.4,18.66,,N,90482.77,101284.64,
E3644,07/16/2021 04:43 CDT,101760.93,21.11,86,1.79,0,3.13,20.32,0,,25.4,18.66,,N,90452.67,101250.95,
E3644,07/16/2021 04:48 CDT,101794.79,21.11,87,2.68,0,4.02,20.32,0,,25.4,18.85,,N,90482.77,101284.63,
E3644,07/16/2021 04:53 CDT,101794.79,20.56,87,2.23,0,4.02,20.32,0,,25.4,18.31,,N,90482.77,101305.83,
E3644,07/16/2021 04:58 CDT,101760.93,20.56,87,3.13,0,4.47,20.32,0,,25.4,18.31,,N,90452.67,101272.13,
E3644,07/16/2021 05:03 CDT,101760.93,20.56,87,1.79,0,4.47,20.32,0,,25.4,18.31,,N,90452.67,101272.13,
E3644,07/16/2021 05:08 CDT,101727.06,20.56,87,0.9,0,4.02,20.32,0,,25.4,18.31,,N,90422.57,101238.43,
E3644,07/16/2021 05:13 CDT,101727.06,20.56,87,1.34,0,2.68,20.32,0,,25.4,18.31,,N,90422.57,101238.43,
E3644,07/16/2021 05:18 CDT,101727.06,20.56,87,1.79,0,3.58,20.32,0,,25.4,18.31,,N,90422.57,101238.43,
E3644,07/16/2021 05:23 CDT,101727.06,20.56,88,1.34,0,3.58,20.32,0,,25.4,18.49,,N,90422.57,101238.42,
E3644,07/16/2021 05:28 CDT,101727.06,20.56,88,0.9,0,2.68,20.32,0,,25.4,18.49,,N,90422.57,101238.42,
E3644,07/16/2021 05:33 CDT,101727.06,20.56,88,1.34,0,3.13,20.32,0,,25.4,18.49,,N,90422.57,101238.42,
E3644,07/16/2021 05:38 CDT,101727.06,20.56,88,1.34,0,3.13,20.32,0,,25.4,18.49,,N,90422.57,101238.42,
E3644,07/16/2021 05:43 CDT,101727.06,20.56,88,1.79,0,3.13,20.32,0,,25.4,18.49,,N,90422.57,101238.42,
E3644,07/16/2021 05:48 CDT,101693.2,20.56,88,1.34,0,3.13,20.32,0,,25.4,18.49,,N,90392.47,101204.71,
E3644,07/16/2021 05:53 CDT,101693.2,20.56,88,1.79,0,3.58,20.32,0,,25.4,18.49,,N,90392.47,101204.71,
E3644,07/16/2021 05:58 CDT,101727.06,20.56,88,1.34,0,3.58,20.32,0,,25.4,18.49,,N,90422.57,101238.42,
E3644,07/16/2021 06:03 CDT,101727.06,20.56,88,1.34,0,3.58,20.32,0,,25.4,18.49,,N,90422.57,101238.42,
E3644,07/16/2021 06:08 CDT,101727.06,20.56,88,1.34,0,3.58,20.32,0,,25.4,18.49,,N,90422.57,101238.42,
E3644,07/16/2021 06:13 CDT,101727.06,20.56,88,1.34,0,3.58,20.32,0,,25.4,18.49,,N,90422.57,101238.42,
E3644,07/16/2021 06:18 CDT,101693.2,20.56,88,1.79,0,4.02,20.32,0,,25.4,18.49,,N,90392.47,101204.71,
E3644,07/16/2021 06:23 CDT,101727.06,20.56,88,1.34,0,4.02,20.32,0,,25.4,18.49,,N,90422.57,101238.42,
E3644,07/16/2021 06:28 CDT,101693.2,20.56,88,1.79,0,3.58,20.32,0,,25.4,18.49,,N,90392.47,101204.71,
E3644,07/16/2021 06:33 CDT,101693.2,20.56,88,2.23,0,4.02,20.32,0,,25.4,18.49,,N,90392.47,101204.71,
E3644,07/16/2021 06:38 CDT,101693.2,20.56,88,2.68,0,4.92,20.32,0,,25.4,18.49,,N,90392.47,101204.71,
E3644,07/16/2021 06:43 CDT,101693.2,20.56,88,2.23,0,4.92,20.32,0,,25.4,18.49,,N,90392.47,101204.71,
E3644,07/16/2021 06:48 CDT,101693.2,20.56,87,1.79,0,3.58,20.32,0,,25.4,18.31,,N,90392.47,101204.73,
E3644,07/16/2021 06:53 CDT,101693.2,20.56,87,1.79,0,3.58,20.32,0,,25.4,18.31,,N,90392.47,101204.73,
E3644,07/16/2021 06:58 CDT,101693.2,20.56,87,1.79,0,3.58,20.32,5,,25.4,18.31,,N,90392.47,101204.73,
E3644,07/16/2021 07:08 CDT,101727.06,20.56,86,1.34,0,3.13,20.32,11,,25.4,18.12,,N,90422.57,101238.45,
E3644,07/16/2021 07:13 CDT,101727.06,20.56,87,1.34,0,3.13,20.32,14,,25.4,18.31,,N,90422.57,101238.43,
E3644,07/16/2021 07:18 CDT,101760.93,20.56,87,0.9,0,2.23,20.32,18,,25.4,18.31,,N,90452.67,101272.13,
E3644,07/16/2021 07:23 CDT,101760.93,20.56,87,2.68,0,3.58,20.32,19,,25.4,18.31,,N,90452.67,101272.13,
E3644,07/16/2021 07:28 CDT,101760.93,20.56,87,1.34,0,3.58,20.32,26,,25.4,18.31,,N,90452.67,101272.13,
E3644,07/16/2021 07:33 CDT,101794.79,20.56,87,2.68,0,3.58,20.32,42,,25.4,18.31,,N,90482.77,101305.83,
E3644,07/16/2021 07:38 CDT,101794.79,20.56,88,1.34,0,3.58,20.32,83,,25.4,18.49,,N,90482.77,101305.82,
E3644,07/16/2021 07:43 CDT,101794.79,21.11,88,0.45,0,2.68,20.32,171,,25.4,19.03,,N,90482.77,101284.61,
E3644,07/16/2021 07:48 CDT,101794.79,21.11,88,0.9,0,1.79,20.32,202,,25.4,19.03,,N,90482.77,101284.61,
E3644,07/16/2021 07:53 CDT,101794.79,21.11,88,1.79,0,3.13,20.32,237,,25.4,19.03,,N,90482.77,101284.61,
E3644,07/16/2021 07:58 CDT,101794.79,21.11,88,1.79,0,3.58,20.32,160,,25.4,19.03,,N,90482.77,101284.61,
E3644,07/16/2021 08:03 CDT,101794.79,21.11,87,1.79,0,3.58,20.32,132,,25.4,18.85,,N,90482.77,101284.63,
E3644,07/16/2021 08:08 CDT,101794.79,21.11,88,3.13,0,4.02,20.32,121,,25.4,19.03,,N,90482.77,101284.61,
E3644,07/16/2021 08:13 CDT,101828.66,21.11,88,2.68,0,4.92,20.32,111,,25.4,19.03,,N,90512.88,101318.31,
E3644,07/16/2021 08:18 CDT,101828.66,21.11,89,2.23,0,4.92,20.32,111,,25.4,19.22,,N,90512.88,101318.3,
E3644,07/16/2021 08:23 CDT,101828.66,21.11,89,2.23,0,4.92,20.32,118,,25.4,19.22,,N,90512.88,101318.3,
E3644,07/16/2021 08:28 CDT,101828.66,21.11,89,2.23,0,4.92,20.32,130,,25.4,19.22,,N,90512.88,101318.3,
E3644,07/16/2021 08:33 CDT,101828.66,21.11,89,2.23,0,4.47,20.32,162,,25.4,19.22,,N,90512.88,101318.3,
E3644,07/16/2021 08:38 CDT,101828.66,21.11,89,0.9,0,4.47,20.32,151,,25.4,19.22,,N,90512.88,101318.3,
E3644,07/16/2021 08:43 CDT,101828.66,21.11,89,0.9,0,3.13,20.32,132,,25.4,19.22,,N,90512.88,101318.3,
E3644,07/16/2021 08:48 CDT,101828.66,21.11,89,0.9,0,2.23,20.32,123,,25.4,19.22,,N,90512.88,101318.3,
E3644,07/16/2021 08:53 CDT,101828.66,21.11,89,0.9,0,2.23,20.32,118,,25.4,19.22,,N,90512.88,101318.3,
E3644,07/16/2021 08:58 CDT,101828.66,21.11,89,0.9,0,3.13,20.32,116,,25.4,19.22,,N,90512.88,101318.3,
E3644,07/16/2021 09:03 CDT,101862.52,21.67,88,0.9,0,3.13,20.32,114,,25.4,19.59,,N,90542.97,101330.47,
E3644,07/16/2021 09:08 CDT,101828.66,21.67,88,1.34,0,2.68,20.32,120,,25.4,19.59,,N,90512.88,101296.8,
E3644,07/16/2021 09:13 CDT,101862.52,21.67,88,1.34,0,2.68,20.32,120,,25.4,19.59,,N,90542.97,101330.47,
E3644,07/16/2021 09:18 CDT,101862.52,21.67,87,1.79,0,3.58,20.32,137,,25.4,19.4,,N,90542.97,101330.49,
E3644,07/16/2021 09:23 CDT,101862.52,22.22,87,1.34,0,4.47,20.32,156,,25.4,19.94,,N,90542.97,101309.43,
E3644,07/16/2021 09:28 CDT,101862.52,22.22,86,2.23,0,4.47,20.32,163,,25.4,19.75,,N,90542.97,101309.45,
E3644,07/16/2021 09:33 CDT,101862.52,22.22,85,1.34,0,4.47,20.32,155,,25.4,19.57,,N,90542.97,101309.47,
E3644,07/16/2021 09:38 CDT,101862.52,22.22,85,1.34,0,3.58,20.32,615,,25.4,19.57,,N,90542.97,101309.47,
E3644,07/16/2021 09:43 CDT,101896.38,22.78,84,0.9,0,2.68,20.32,629,,25.4,19.92,,N,90573.07,101321.8,
E3644,07/16/2021 09:48 CDT,101862.52,23.33,83,0.9,0,3.58,20.32,640,,25.4,20.27,,N,90542.97,101267.25,
E3644,07/16/2021 09:53 CDT,101862.52,23.33,81,1.34,0,4.92,20.32,657,,25.4,19.87,,N,90542.97,101267.29,
E3644,07/16/2021 09:58 CDT,101896.38,23.89,80,1.34,0,4.92,20.32,663,,25.4,20.22,,N,90573.07,101279.77,
E3644,07/16/2021 10:03 CDT,101896.38,23.89,79,1.79,0,5.37,20.32,679,,25.4,20.01,,N,90573.07,101279.79,
E3644,07/16/2021 10:08 CDT,101896.38,24.44,77,2.23,0,5.37,20.32,687,,25.4,20.13,,N,90573.07,101259.09,
E3644,07/16/2021 10:13 CDT,101896.38,24.44,77,2.68,0,5.81,20.32,689,,25.4,20.13,,N,90573.07,101259.09,
E3644,07/16/2021 10:18 CDT,101862.52,24.44,77,1.79,0,6.26,20.32,700,,25.4,20.13,,N,90542.97,101225.44,
E3644,07/16/2021 10:23 CDT,101862.52,24.44,76,1.34,0,6.26,20.32,710,,25.4,19.92,,N,90542.97,101225.46,
E3644,07/16/2021 10:28 CDT,101862.52,24.44,76,1.34,0,4.92,20.32,722,,25.4,19.92,,N,90542.97,101225.46,
E3644,07/16/2021 10:33 CDT,101862.52,24.44,76,2.23,0,4.92,20.32,733,,25.4,19.92,,N,90542.97,101225.46,
E3644,07/16/2021 10:38 CDT,101862.52,25,76,1.79,0,4.47,20.32,740,,25.4,20.46,,N,90542.97,101204.43,
E3644,07/16/2021 10:43 CDT,101862.52,25,75,2.23,0,6.7,20.32,751,,25.4,20.25,,N,90542.97,101204.45,
E3644,07/16/2021 10:48 CDT,101862.52,25,75,1.34,0,6.7,20.32,761,,25.4,20.25,,N,90542.97,101204.45,
E3644,07/16/2021 10:53 CDT,101862.52,25,74,2.23,0,4.47,20.32,772,,25.4,20.03,,N,90542.97,101204.47,
E3644,07/16/2021 10:58 CDT,101862.52,25.56,73,1.34,0,4.02,20.32,777,,25.4,20.35,,N,90542.97,101183.55,
E3644,07/16/2021 11:03 CDT,101862.52,25.56,73,1.34,0,5.81,20.32,795,,25.4,20.35,,N,90542.97,101183.55,
E3644,07/16/2021 11:08 CDT,101896.38,25.56,72,2.23,0,4.92,20.32,805,,25.4,20.13,,N,90573.07,101217.21,
E3644,07/16/2021 11:13 CDT,101896.38,25.56,72,2.23,0,5.37,20.32,814,,25.4,20.13,,N,90573.07,101217.21,
E3644,07/16/2021 11:18 CDT,101896.38,26.11,71,2.68,0,6.7,20.32,824,,25.4,20.43,,N,90573.07,101196.73,
E3644,07/16/2021 11:23 CDT,101896.38,26.11,71,2.23,0,6.7,20.32,830,,25.4,20.43,,N,90573.07,101196.73,
E3644,07/16/2021 11:33 CDT,101896.38,26.11,70,1.34,0,4.92,20.32,853,,25.4,20.2,,N,90573.07,101196.75,
E3644,07/16/2021 11:38 CDT,101896.38,26.67,70,2.23,0,5.37,20.32,861,,25.4,20.74,,N,90573.07,101175.96,28.31
E3644,07/16/2021 11:43 CDT,101896.38,26.67,70,2.23,0,7.6,20.32,867,,25.4,20.74,,N,90573.07,101175.96,28.31
E3644,07/16/2021 11:48 CDT,101896.38,26.67,69,1.34,0,7.6,20.32,877,,25.4,20.51,,N,90573.07,101175.98,28.25
E3644,07/16/2021 11:53 CDT,101896.38,26.67,70,0.9,0,5.37,20.32,882,,25.4,20.74,,N,90573.07,101175.96,28.31
E3644,07/16/2021 11:58 CDT,101896.38,27.22,68,1.79,0,4.47,20.32,891,,25.4,20.8,,N,90573.07,101155.67,29.05
E3644,07/16/2021 12:03 CDT,101896.38,27.22,68,1.34,0,4.47,20.32,895,,25.4,20.8,,N,90573.07,101155.67,29.05
E3644,07/16/2021 12:08 CDT,101896.38,27.78,68,1.34,0,3.13,20.32,905,,25.4,21.33,,N,90573.07,101135.04,30.01
E3644,07/16/2021 12:13 CDT,101896.38,27.78,67,1.34,0,3.58,20.32,909,,25.4,21.09,,N,90573.07,101135.06,29.89
E3644,07/16/2021 12:18 CDT,101896.38,28.33,65,1.79,0,4.47,20.32,919,,25.4,21.12,,N,90573.07,101114.92,30.6
E3644,07/16/2021 12:23 CDT,101896.38,28.33,65,0.9,0,4.47,20.32,923,,25.4,21.12,,N,90573.07,101114.92,30.6
E3644,07/16/2021 12:28 CDT,101896.38,28.33,65,0.9,0,3.13,20.32,926,,25.4,21.12,,N,90573.07,101114.92,30.6
E3644,07/16/2021 12:33 CDT,101896.38,28.89,64,0.9,0,3.13,20.32,933,,25.4,21.4,,N,90573.07,101094.47,31.47
E3644,07/16/2021 12:38 CDT,101896.38,28.89,62,1.34,0,3.13,20.32,933,,25.4,20.89,,N,90573.07,101094.52,31.15
E3644,07/16/2021 12:43 CDT,101896.38,28.89,62,1.34,0,3.58,20.32,942,,25.4,20.89,,N,90573.07,101094.52,31.15
E3644,07/16/2021 12:48 CDT,101896.38,28.89,61,1.34,0,4.02,20.32,944,,25.4,20.62,,N,90573.07,101094.55,31
E3644,07/16/2021 12:53 CDT,101862.52,28.89,62,0.9,0,4.02,20.32,949,,25.4,20.89,,N,90542.97,101060.93,31.15
E3644,07/16/2021 12:58 CDT,101862.52,28.89,62,1.34,0,5.37,20.32,956,,25.4,20.89,,N,90542.97,101060.93,31.15
E3644,07/16/2021 13:03 CDT,101862.52,29.44,61,1.34,0,5.37,20.32,954,,25.4,21.14,,N,90542.97,101040.93,31.97
E3644,07/16/2021 13:08 CDT,101862.52,29.44,61,0.9,0,3.13,20.32,960,,25.4,21.14,,N,90542.97,101040.93,31.97
E3644,07/16/2021 13:13 CDT,101862.52,30,60,1.34,0,3.13,20.32,954,,25.4,21.4,,N,90542.97,101020.64,32.83
E3644,07/16/2021 13:18 CDT,101862.52,30,60,1.34,0,3.13,20.32,962,,25.4,21.4,,N,90542.97,101020.64,32.83
E3644,07/16/2021 13:23 CDT,101862.52,30,60,0.9,0,3.13,20.32,960,,25.4,21.4,,N,90542.97,101020.64,32.83
E3644,07/16/2021 13:28 CDT,101862.52,30,59,2.23,0,4.47,20.32,962,,25.4,21.13,,N,90542.97,101020.67,32.63
E3644,07/16/2021 13:33 CDT,101862.52,30,59,2.23,0,4.47,20.32,962,,25.4,21.13,,N,90542.97,101020.67,32.63
E3644,07/16/2021 13:38 CDT,101862.52,30,59,1.79,0,4.92,20.32,956,,25.4,21.13,,N,90542.97,101020.67,32.63
E3644,07/16/2021 13:43 CDT,101862.52,30,60,1.34,0,4.92,20.32,958,,25.4,21.4,,N,90542.97,101020.64,32.83
E3644,07/16/2021 13:48 CDT,101862.52,30,58,1.79,0,4.47,20.32,960,,25.4,20.85,,N,90542.97,101020.7,32.44
E3644,07/16/2021 13:53 CDT,101862.52,30,59,1.34,0,4.92,20.32,520,,25.4,21.13,,N,90542.97,101020.67,32.63
E3644,07/16/2021 13:58 CDT,101862.52,30,59,1.79,0,4.92,20.32,946,,25.4,21.13,,N,90542.97,101020.67,32.63
E3644,07/16/2021 14:03 CDT,101862.52,30,60,0.9,0,4.02,20.32,944,,25.4,21.4,,N,90542.97,101020.64,32.83
E3644,07/16/2021 14:08 CDT,101862.52,30,59,2.23,0,4.92,20.32,944,,25.4,21.13,,N,90542.97,101020.67,32.63
E3644,07/16/2021 14:13 CDT,101828.66,30,58,2.68,0,4.92,20.32,942,,25.4,20.85,,N,90512.88,100987.12,32.44
