obs,machine,id,time..2,elapsed,date,hhmmss,averaging,TIME..7,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,TIME..71,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time..112,hhmmss..113,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
11,alb,r14_hn_yi,1634250071,50,10/14/21 17:21,17:21:10,none,1634250071,0.000292069,0.292069157,-0.433536096,400.143,434.4533742,39.04517801,35.96163729,0.014570263,2.73955192,0.014527349,0.009083438,0,25.78879317,26.2187,3.418172955,49.64830169,1.66238868,3.348329395,1.755784276,-12.88024985,-51.54545837,-4.021873225,-68.44758144,0,0,1,0,47531.07639,RECT-1338-20211014-17_21_13,10216.8,1.275123077,2.06,0.381008215,-0.433536096,-,-,0,0,NA,0.5,0,-0.433536096,NA,NA,NA,NA,-,0,NA,NA,NA,NA,0,2.624615324,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634250071,400.143,399.953,18.4973,18.3253,397.896,18.3769,1000,89.7716,0.100364,25.8697,26.2187,999.9,0,0,9974.38,0,0.00152894,0,0,0,0,-0.65,0,-4.2,-1.93,37.375,41.5,38.125,41.5,37.062,0,0,0,4.299999952,0,1.275123077,-4.570595305,-331670.6343,72639.45637,15,1634249980,17:19:40,1634249979,1634249980,134,0.017,-0.002,2.247,0.109,400,18,0.33,0.21,0.164392244,0.050763533,0.0265364,1,1.480847059,1.700765827,1.456319483,0,0.160593634,0.085163247,0.013636057,1,2,3,3-Feb,100,100,2.247,0.1204,1.633728501,0.001948428,-1.17E-06,3.75E-10,-0.055020867,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,1.5,1.5,1.61865,2.54028,2.84912,3.17505,3.09814,2.44629,33.9413,15.5592,18,1062.91,743.922,25.0002,23.9599,30.0001,23.7064,23.7784,32.4152,11.8783,44.4214,25,400,18.4716,101.299,101.597
12,alb,r14_hn_yi,1634250076,55,10/14/21 17:21,17:21:15,none,1634250076,0.000322327,0.322326614,-0.434007585,400.163,430.0688051,38.6510942,35.96340312,0.016106144,2.746295433,0.016053852,0.010038341,0,25.8036164,26.215,3.417425872,49.62892104,1.664004912,3.35289359,1.75342096,-14.21460368,-47.71918344,-3.714542027,-65.64832914,0,0,1,0,47710.32891,RECT-1339-20211014-17_21_18,10216.3,1.576162963,1.22,-0.291936855,-0.434007585,-,-,0,0,NA,0.5,0,-0.434007585,NA,NA,NA,NA,-,0,NA,NA,NA,NA,0,-3.425398278,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634250076,400.163,399.98,18.5153,18.3255,397.916,18.3946,1000.08,89.7716,0.100285,25.8927,26.215,999.9,0,0,10014.4,0,0.00160538,0,0,0,0,5.66,0,-7.82,-2.94,38.375,41.562,38.125,41.437,37.125,0,0,0,4.5,0,1.576162963,7.53422897,-272501.8886,69546.1265,15,1634249980,17:19:40,1634249979,1634249980,134,0.017,-0.002,2.247,0.109,400,18,0.33,0.21,0.171880195,0.117246334,0.028304026,1,1.548365714,1.95839835,1.772575998,0,0.165821707,0.147143289,0.016307988,0,1,3,3-Jan,100,100,2.247,0.1207,1.633728501,0.001948428,-1.17E-06,3.75E-10,-0.055020867,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,1.6,1.6,1.61865,2.54272,2.84912,3.17383,3.09814,2.39014,33.9413,15.5592,18,1061.87,743.853,25.0003,23.9591,29.9999,23.7064,23.7784,32.4161,11.3089,44.8016,25,400,18.504,101.303,101.597
13,alb,r14_hn_yi,1634250202,181,10/14/21 17:23,17:23:21,none,1634250202,0.00026226,0.262259992,-0.348259822,400.147,425.4553652,38.23693812,35.96240013,0.015212761,2.744316247,0.015166066,0.009482975,0,25.38954632,24.8415,3.149754597,50.08688084,1.637009223,3.268339325,1.512745374,-11.56566565,91.81874901,7.087959048,87.3410424,0,0,1,0,47725.40844,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.348259822,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634250202,400.147,400.001,18.2147,18.0602,397.9,18.0992,999.934,89.7729,0.100072,25.4621,24.8415,999.9,0,0,10002.5,0,0.00152894,0,0,0,0,1.76,0,2.98,-2.28,37.125,41.437,38,40.937,37.312,0,0,0,125.3,0,2.7244,-5.167692203,1.07461526,1.0452,15,1634249980,17:19:40,1634249979,1634249980,134,0.017,-0.002,2.247,0.109,400,18,0.33,0.21,0.152124934,-0.237299818,0.037548901,1,2.258571429,3.504657534,1.950890116,0,0.155206951,-0.006163631,0.001266292,1,2,3,3-Feb,100,100,2.247,0.1155,1.633728501,0.001948428,-1.17E-06,3.75E-10,-0.055020867,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,3.7,3.7,1.61743,2.53662,2.84912,3.17505,3.09814,2.44385,34.0092,15.5505,18,1061.26,743.722,24.9996,23.949,30.0002,23.7,23.7725,32.4056,14.8793,45.5616,25,400,18.1032,101.305,101.602
14,alb,r14_hn_yi,1634250207,186,10/14/21 17:23,17:23:26,none,1634250207,0.000234117,0.234117314,-0.267021751,400.118,420.2926748,37.77325903,35.9600863,0.013592356,2.74432563,0.013555066,0.008475258,0,25.39173188,24.8344,3.148419977,50.11825975,1.637489881,3.267252074,1.510930096,-10.32457355,92.04099107,7.104636834,88.82105435,0,0,1,0,47726.56974,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.267021751,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634250207,400.118,400.014,18.2199,18.082,397.871,18.1044,1000.08,89.7734,0.100303,25.4565,24.8344,999.9,0,0,10002.5,0,0.00152894,0,0,0,0,1.32,0,3.28,-2.15,37.562,41.187,38.312,40.687,37.187,0,0,0,130.0999999,0,2.384,-6.993076867,5.053846121,1.6128,15,1634249980,17:19:40,1634249979,1634249980,134,0.017,-0.002,2.247,0.109,400,18,0.33,0.21,0.140214144,-0.210222763,0.036819835,1,2.314117647,-0.501575059,1.812997384,1,0.153684049,-0.028476021,0.003808198,1,3,3,3-Mar,100,100,2.247,0.1155,1.633728501,0.001948428,-1.17E-06,3.75E-10,-0.055020867,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,3.8,3.8,1.61743,2.53662,2.84912,3.17505,3.09814,2.44263,34.0092,15.5505,18,1063,744.022,24.9997,23.949,30.0001,23.7,23.7725,32.405,14.8793,45.5616,25,400,18.1032,101.305,101.603
15,alb,r14_hn_yi,1634250212,191,10/14/21 17:23,17:23:31,none,1634250212,0.000252094,0.25209377,-0.300868984,400.132,421.72224,37.90138847,35.96101162,0.01465687,2.741995721,0.014613484,0.009137315,0,25.38380358,24.83,3.147593136,50.15779567,1.638499273,3.266689158,1.509093863,-11.11733524,92.18458877,7.121505928,88.18875945,0,0,1,0,47663.72647,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.300868984,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634250212,400.132,400.012,18.2313,18.0828,397.885,18.1155,999.991,89.7727,0.100171,25.4536,24.83,999.9,0,0,9988.75,0,0.00152894,0,0,0,0,4.13,0,5,-1.63,37.187,41,37.937,40.312,37,0,0,0,135.5,0,1.871538462,-3.397606918,12.81470094,2.117307692,15,1634249980,17:19:40,1634249979,1634249980,134,0.017,-0.002,2.247,0.109,400,18,0.33,0.21,0.124773046,0.015866875,0.023168281,1,2.139705882,-6.41183432,1.656471241,0,0.150193,-0.047316857,0.005837878,1,2,3,3-Feb,100,100,2.247,0.1158,1.633728501,0.001948428,-1.17E-06,3.75E-10,-0.055020867,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,3.9,3.9,1.61743,2.5354,2.84912,3.17505,3.09814,2.44995,34.0092,15.5505,18,1062.25,743.976,24.9998,23.9473,30.0001,23.7,23.7725,32.4039,14.8793,45.5616,25,400,18.1032,101.305,101.601
16,alb,r14_hn_yi,1634250217,196,10/14/21 17:23,17:23:36,none,1634250217,0.000258028,0.2580278,-0.413230147,400.123,432.8071619,38.89735173,35.95995269,0.01500741,2.745884012,0.014961991,0.009355313,0,25.37895437,24.8287,3.147348879,50.17443695,1.638721546,3.266048701,1.508627333,-11.37902597,92.01923906,7.098501612,87.7387147,0,0,1,0,47769.88029,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.413230147,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634250217,400.123,399.937,18.2339,18.0819,397.876,18.1181,999.959,89.7721,0.100146,25.4503,24.8287,999.9,0,0,10011.9,0,0.00152894,0,0,0,0,-0.09,0,1.29,-1.98,37.562,40.75,38.125,40.125,36.937,0,0,0,140.3,0,1.969615385,0.855726393,-5.543589603,2.322692308,15,1634249980,17:19:40,1634249979,1634249980,134,0.017,-0.002,2.247,0.109,400,18,0.33,0.21,0.132561754,0.185259544,0.031345228,1,2.264857143,-0.697690802,1.586684542,1,0.149011488,-0.024329247,0.005306832,1,3,3,3-Mar,100,100,2.247,0.1158,1.633728501,0.001948428,-1.17E-06,3.75E-10,-0.055020867,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,4,3.9,1.61865,2.5415,2.84912,3.17505,3.09814,2.43652,34.0092,15.5417,18,1061.93,743.974,24.9999,23.947,30.0001,23.7,23.7707,32.407,14.8793,45.5616,25,400,18.1032,101.306,101.599
17,alb,r14_hn_yi,1634250222,201,10/14/21 17:23,17:23:41,none,1634250222,0.000260229,0.260229221,-0.389118307,400.168,429.9873842,38.64412417,35.96417581,0.015122479,2.745371512,0.015076354,0.009426853,0,25.37473302,24.835,3.148532743,50.18074142,1.638576913,3.265350146,1.509955829,-11.47610866,90.53678046,6.985540978,86.04621278,0,0,1,0,47756.53941,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.389118307,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634250222,400.168,399.997,18.2322,18.0789,397.921,18.1164,999.94,89.7726,0.100093,25.4467,24.835,999.9,0,0,10008.8,0,0.00152894,0,0,0,0,-1.63,0,1.67,-1.62,37,40.562,37.687,39.812,36.812,0,0,0,145.0999999,0,2.266153846,4.073846049,-18.33880327,1.418846154,15,1634249980,17:19:40,1634249979,1634249980,134,0.017,-0.002,2.247,0.109,400,18,0.33,0.21,0.141189259,0.080625424,0.027765298,1,2.306470588,4.706773507,1.737736666,0,0.148602317,0.016023512,0.004932652,1,2,3,3-Feb,100,100,2.247,0.1158,1.633728501,0.001948428,-1.17E-06,3.75E-10,-0.055020867,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,4,4,1.61865,2.54272,2.84912,3.17505,3.09814,2.39868,34.0092,15.5417,18,1062.7,743.856,25,23.947,30.0001,23.7,23.7705,32.4078,14.8793,45.5616,25,400,18.1032,101.306,101.599
18,alb,r14_hn_yi,1634250227,206,10/14/21 17:23,17:23:46,none,1634250227,0.000260237,0.260236961,-0.444138953,400.205,435.7401908,39.16123215,35.9675817,0.015139788,2.744097285,0.015093535,0.009437603,0,25.37059964,24.8247,3.146597421,50.184271,1.638292992,3.264554729,1.508304429,-11.47644998,91.41198562,7.055833177,86.99136881,0,0,1,0,47722.57742,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.444138953,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634250227,400.205,400.001,18.229,18.0757,397.958,18.1132,999.973,89.7729,0.0999944,25.4426,24.8247,999.9,0,0,10001.2,0,0.00152894,0,0,0,0,1.25,0,-1.56,-2.5,37.187,40.375,37.875,39.625,36.75,0,0,0,150.5,0,2.1432,-8.089999985,-2.906153948,0.5132,15,1634249980,17:19:40,1634249979,1634249980,134,0.017,-0.002,2.247,0.109,400,18,0.33,0.21,0.157606951,0.24460501,0.036414145,1,1.975,-1.664581572,1.995051599,0,0.149327634,0.044602244,0.004869514,1,2,3,3-Feb,100,100,2.247,0.1158,1.633728501,0.001948428,-1.17E-06,3.75E-10,-0.055020867,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,4.1,4.1,1.61865,2.54395,2.84912,3.17505,3.09814,2.42065,34.0092,15.5417,18,1062.04,743.856,24.9999,23.947,30.0001,23.698,23.7705,32.4063,14.8793,45.5616,25,400,18.1032,101.307,101.598
19,alb,r14_hn_yi,1634250232,211,10/14/21 17:23,17:23:51,none,1634250232,0.000261949,0.261948765,-0.43983985,400.192,435.0605769,39.1008784,35.96708036,0.015202852,2.744774819,0.015156225,0.009476818,0,25.36654245,24.843,3.150036623,50.18877895,1.6380897,3.263856453,1.511946922,-11.55194052,88.19387484,6.806258762,83.44819308,0,0,1,0,47741.60668,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.43983985,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634250232,400.192,399.991,18.2264,18.0721,397.945,18.1108,1000.03,89.7749,0.0996611,25.439,24.843,999.9,0,0,10005,0,0.00152894,0,0,0,0,-0.28,0,2.18,-1.74,36.625,40.187,37.25,39.25,36.562,0,0,0,155.3,0,1.7188,-10.38230768,3.468461473,0.1244,15,1634249980,17:19:40,1634249979,1634249980,134,0.017,-0.002,2.247,0.109,400,18,0.33,0.21,0.171190244,0.134277972,0.032061149,1,1.963142857,-3.595068493,1.99477141,0,0.152516683,0.019527199,0.002049384,1,2,3,3-Feb,100,100,2.247,0.1156,1.633728501,0.001948428,-1.17E-06,3.75E-10,-0.055020867,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,4.2,4.2,1.61865,2.53662,2.84912,3.17505,3.09814,2.43652,34.0092,15.5417,18,1063.27,743.925,24.9998,23.9468,30,23.698,23.7705,32.4073,14.8793,45.5616,25,400,18.1032,101.307,101.6
20,alb,r14_hn_yi,1634250237,216,10/14/21 17:23,17:23:56,none,1634250237,0.000262791,0.262791268,-0.305163707,400.172,420.9507063,37.83199818,35.96455867,0.015230326,2.749153639,0.015183605,0.009493939,0,25.36181664,24.852,3.151729238,50.19047172,1.637697225,3.262964401,1.514032013,-11.5890949,86.31888486,6.651095094,81.38088505,0,0,1,0,47861.34108,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.305163707,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634250237,400.172,400.052,18.2224,18.0676,397.925,18.1068,1000.01,89.7733,0.0994514,25.4344,24.852,999.9,0,0,10031.2,0,0.00152894,0,0,0,0,2.01,0,-0.92,-1.95,37,40,37.5,39.125,36.437,0,0,0,160.0999999,0,1.8508,10.6084615,-14.10153852,-0.4,15,1634249980,17:19:40,1634249979,1634249980,134,0.017,-0.002,2.247,0.109,400,18,0.33,0.21,0.174528585,0.023317652,0.030916644,1,1.991764706,2.557350695,2.145670704,0,0.153861927,0.010442007,0.001113773,1,2,3,3-Feb,100,100,2.247,0.1156,1.633728501,0.001948428,-1.17E-06,3.75E-10,-0.055020867,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,4.3,4.3,1.61865,2.53662,2.84912,3.17505,3.09814,2.42554,34.0092,15.5592,18,1062.47,743.764,24.9997,23.945,30,23.698,23.7705,32.4058,14.8793,45.5616,25,400,18.1032,101.308,101.6
21,alb,r14_hn_yi,1634250242,221,10/14/21 17:24,17:24:01,none,1634250242,0.000259909,0.259909297,-0.410677272,400.145,432.304689,38.85400498,35.96360672,0.01508906,2.745751521,0.015043144,0.009406079,0,25.35682979,24.8367,3.148852265,50.19685957,1.637350947,3.261859329,1.511501318,-11.46200001,87.63314196,6.760014472,82.93115642,0,0,1,0,47769.83752,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.410677272,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634250242,400.145,399.961,18.2178,18.0647,397.898,18.1023,1000.03,89.7767,0.0997366,25.4287,24.8367,999.9,0,0,10010.6,0,0.00152894,0,0,0,0,2.86,0,-0.9,-1.37,36.375,39.812,37,38.812,36.312,0,0,0,165.5,0,2.152692308,4.421538364,-3.11418795,-1.085769231,15,1634249980,17:19:40,1634249979,1634249980,134,0.017,-0.002,2.247,0.109,400,18,0.33,0.21,0.172181707,-0.168691777,0.03046758,1,1.804411765,4.642011834,1.984888782,0,0.154258293,0.003185666,0.000821228,1,2,3,3-Feb,100,100,2.247,0.1155,1.633728501,0.001948428,-1.17E-06,3.75E-10,-0.055020867,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,4.4,4.4,1.61865,2.53662,2.84912,3.17505,3.09814,2.44141,34.0092,15.5505,18,1063.02,743.787,24.9997,23.945,30,23.698,23.7705,32.4074,14.8793,45.5616,25,400,18.1032,101.308,101.6
22,alb,r14_hn_yi,1634250247,226,10/14/21 17:24,17:24:06,none,1634250247,0.00026245,0.262450194,-0.403357599,400.157,431.1212385,38.74631996,35.9634594,0.015246034,2.742219541,0.015199099,0.009503642,0,25.35324028,24.8309,3.147762247,50.20019483,1.63718729,3.261316606,1.510574957,-11.57405353,87.96393125,6.793977391,83.18385511,0,0,1,0,47674.24529,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.403357599,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634250247,400.157,399.978,18.2166,18.062,397.91,18.101,1000.01,89.7734,0.0999732,25.4259,24.8309,999.9,0,0,9990,0,0.00152894,0,0,0,0,0.93,0,-3.47,-2.05,36.812,39.687,37.312,38.625,36.25,0,0,0,170.3,0,2.160769231,-7.933675316,-3.171282013,-1.643076923,15,1634249980,17:19:40,1634249979,1634249980,134,0.017,-0.002,2.247,0.109,400,18,0.33,0.21,0.165667341,-0.113104516,0.024798692,1,2.091142857,0.552328767,1.787476707,1,0.15428322,-0.003422801,0.000819277,1,3,3,3-Mar,100,100,2.247,0.1156,1.633728501,0.001948428,-1.17E-06,3.75E-10,-0.055020867,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,4.5,4.4,1.61865,2.53296,2.84912,3.17505,3.09814,2.44263,34.0092,15.5505,18,1062.64,744.013,24.9997,23.945,30,23.698,23.7685,32.4078,14.8793,45.5616,25,400,18.1032,101.309,101.6
23,alb,r14_hn_yi,1634250252,231,10/14/21 17:24,17:24:11,none,1634250252,0.000259393,0.259393469,-0.442145205,400.197,435.6877028,39.15751568,35.96778197,0.015084804,2.743414565,0.015038875,0.009403412,0,25.35121542,24.8205,3.145808559,50.19911363,1.636869898,3.260754583,1.508938661,-11.43925197,89.11153705,6.87915558,84.55144065,0,0,1,0,47707.21406,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.442145205,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634250252,400.197,399.994,18.2127,18.0599,397.95,18.0973,1000.01,89.7753,0.0998914,25.423,24.8205,999.9,0,0,9996.88,0,0.00152894,0,0,0,0,-0.15,0,0.15,-0.87,36.125,39.5,36.937,38.312,36.125,0,0,0,175.0999999,0,1.763846154,-4.786324822,1.229743535,-1.277307692,15,1634249980,17:19:40,1634249979,1634249980,134,0.017,-0.002,2.247,0.109,400,18,0.33,0.21,0.166643171,0.062749672,0.024218592,1,2.066764706,-3.320515838,1.695457114,0,0.154268683,-0.002717645,0.000728925,1,2,3,3-Feb,100,100,2.247,0.1154,1.633728501,0.001948428,-1.17E-06,3.75E-10,-0.055020867,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,4.5,4.5,1.61865,2.5354,2.84912,3.17505,3.09814,2.45117,34.0092,15.5505,18,1062.19,743.874,24.9997,23.9438,30,23.696,23.7685,32.4084,14.8793,45.5616,25,400,18.1032,101.309,101.601
24,alb,r14_hn_yi,1634250257,236,10/14/21 17:24,17:24:16,none,1634250257,0.000244459,0.244459467,-0.437841412,400.194,438.0280025,39.36684375,35.9665925,0.014218372,2.747591301,0.014177622,0.008864665,0,25.35024347,24.8175,3.145245193,50.21334543,1.636828037,3.25974703,1.508417156,-10.78066249,88.92132377,6.853753838,84.99441512,0,0,1,0,47821.52288,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.437841412,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634250257,400.194,399.99,18.2127,18.0687,397.947,18.0972,1000.03,89.7734,0.0994929,25.4178,24.8175,999.9,0,0,10021.9,0,0.0016245,0,0,0,0,4.08,0,-1.34,-1.14,36.687,39.375,37.187,38.25,36,0,0,0,180.5,0,1.7756,2.478461573,-2.38923085,-1.6756,15,1634249980,17:19:40,1634249979,1634249980,134,0.017,-0.002,2.247,0.109,400,18,0.33,0.21,0.169115805,0.173074997,0.024609186,1,1.86,-1.18909552,1.45495098,0,0.153405902,-0.009610892,0.00151865,1,2,3,3-Feb,100,100,2.247,0.1155,1.633728501,0.001948428,-1.17E-06,3.75E-10,-0.055020867,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,4.6,4.6,1.61865,2.53906,2.84912,3.17505,3.09814,2.41089,34.0092,15.533,18,1063.18,743.828,24.9997,23.943,30,23.696,23.7685,32.4074,14.8793,45.9335,25,400,18.054,101.308,101.598
25,alb,r8_hn_ni,1634250841,820.5,10/14/21 17:34,17:34:01,none,1634250841,0.000120318,0.12031783,-0.803137434,400.368,568.179241,51.06432543,35.98252165,0.007110738,2.744437945,0.007100519,0.004438741,0,25.21361052,24.5419,3.093865183,49.92037466,1.610822873,3.226784423,1.48304231,-5.306016289,104.3104876,8.031069675,107.035541,0,0,1,0,47763.17752,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.803137434,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634250841,400.368,399.915,17.9232,17.8523,398.134,17.8113,999.955,89.774,0.0996204,25.2469,24.5419,999.9,0,0,10003.1,0,0.0016245,0,0,0,0,1.4,0,-0.16,-1.02,35.562,41.687,38.187,41.687,36.687,0,0,0,764.8999999,0,2.0144,-7.876153811,4.694615501,-2.2144,15,1634250807,17:33:27,1634250807,1634250807,135,-0.013,0.001,2.234,0.109,400,18,0.26,0.22,0.331865268,-0.022229268,0.039924719,1,1.939411765,-1.877092139,1.659801443,0,0.077537578,0.041878731,0.008866891,1,2,3,3-Feb,100,100,2.234,0.1119,1.620744617,0.001948428,-1.17E-06,3.75E-10,-0.053634173,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,0.6,0.6,1.61865,2.53662,2.84912,3.17505,3.09814,2.40845,34.0092,15.4629,18,1061.85,744.212,25.0002,23.911,30,23.674,23.7466,32.4177,14.7684,47.0492,25,400,17.8784,101.317,101.603
26,alb,r8_hn_ni,1634250846,825.5,10/14/21 17:34,17:34:06,none,1634250846,0.000138142,0.13814221,-0.596962521,400.337,505.1164997,45.39755634,35.98045506,0.008172241,2.750480172,0.008158776,0.005100443,0,25.21355697,24.5412,3.093735622,49.93718819,1.611825739,3.22770624,1.481909883,-6.092071449,105.3557017,8.093890683,107.357521,0,0,1,0,47926.81713,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.596962521,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634250846,400.337,400.012,17.934,17.8526,398.103,17.8219,999.986,89.7759,0.0995176,25.2517,24.5412,999.9,0,0,10038.8,0,0.00152894,0,0,0,0,5.14,0,-2.87,-1.97,36.937,41.687,38.125,41.687,36.687,0,0,0,769.6999998,0,2.2784,6.630000026,0.163846211,-2.378,15,1634250807,17:33:27,1634250807,1634250807,135,-0.013,0.001,2.234,0.109,400,18,0.26,0.22,0.337366585,0.178052237,0.04806975,1,2.263428571,0.139021526,1.669783464,1,0.0804568,-0.021377684,0.005576302,1,3,3,3-Mar,100,100,2.234,0.1121,1.620744617,0.001948428,-1.17E-06,3.75E-10,-0.053634173,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,0.7,0.7,1.61865,2.53662,2.84912,3.17627,3.09814,2.39502,34.0092,15.4629,18,1061.16,744.293,25.0002,23.9108,30.0001,23.674,23.7458,32.4165,14.7684,47.0492,25,400,17.8784,101.317,101.603
